x; Xe; ne; tau; dtau_dx; ddtau_ddx; g_tilde; dg_tilde_dx; ddg_tilde_ddx; sound_horizon; t(x)
-12; 1; 8.19977e+14; 28137.1; -29148.5; 29370.2; 0; 0; 0; 5.01071e+22; 8.91213e+08
-11.9976; 1; 8.14094e+14; 28067.4; -29078; 29358.4; 0; 0; 0; 5.02277e+22; 8.95788e+08
-11.9952; 1; 8.08252e+14; 27997.6; -29007.6; 29322.8; 0; 0; 0; 5.03484e+22; 9.00364e+08
-11.9928; 1; 8.02452e+14; 27928; -28937.3; 29263.5; 0; 0; 0; 5.04693e+22; 9.04941e+08
-11.9904; 1; 7.96694e+14; 27858.6; -28867.1; 29181.4; 0; 0; 0; 5.05905e+22; 9.0952e+08
-11.988; 1; 7.90977e+14; 27789.4; -28797.2; 29097.3; 0; 0; 0; 5.0712e+22; 9.14101e+08
-11.9856; 1; 7.85302e+14; 27720.3; -28727.4; 29019.8; 0; 0; 0; 5.08339e+22; 9.18686e+08
-11.9832; 1; 7.79667e+14; 27651.5; -28657.8; 28948.8; 0; 0; 0; 5.09561e+22; 9.23274e+08
-11.9808; 1; 7.74072e+14; 27582.8; -28588.4; 28883.4; 0; 0; 0; 5.10785e+22; 9.27867e+08
-11.9784; 1; 7.68518e+14; 27514.2; -28519.2; 28817.5; 0; 0; 0; 5.12013e+22; 9.32464e+08
-11.976; 1; 7.63003e+14; 27445.9; -28450.1; 28750; 0; 0; 0; 5.13243e+22; 9.37067e+08
-11.9736; 1; 7.57528e+14; 27377.6; -28381.1; 28681; 0; 0; 0; 5.14476e+22; 9.41677e+08
-11.9712; 1; 7.52093e+14; 27309.6; -28312.4; 28611; 0; 0; 0; 5.15712e+22; 9.46293e+08
-11.9688; 1; 7.46696e+14; 27241.7; -28243.8; 28541.6; 0; 0; 0; 5.16951e+22; 9.50916e+08
-11.9664; 1; 7.41338e+14; 27174; -28175.3; 28472.8; 0; 0; 0; 5.18193e+22; 9.55548e+08
-11.964; 1; 7.36018e+14; 27106.4; -28107.1; 28404.7; 0; 0; 0; 5.19438e+22; 9.60188e+08
-11.9616; 1; 7.30737e+14; 27039.1; -28039; 28336.9; 0; 0; 0; 5.20685e+22; 9.64838e+08
-11.9592; 1; 7.25494e+14; 26971.8; -27971; 28269.1; 0; 0; 0; 5.21936e+22; 9.69497e+08
-11.9568; 1; 7.20288e+14; 26904.8; -27903.3; 28201.3; 0; 0; 0; 5.2319e+22; 9.74167e+08
-11.9544; 1; 7.15119e+14; 26837.9; -27835.6; 28133.6; 0; 0; 0; 5.24447e+22; 9.78848e+08
-11.952; 1; 7.09988e+14; 26771.1; -27768.2; 28066.1; 0; 0; 0; 5.25706e+22; 9.83542e+08
-11.9496; 1; 7.04893e+14; 26704.5; -27700.9; 27998.7; 0; 0; 0; 5.26969e+22; 9.88247e+08
-11.9472; 1; 6.99835e+14; 26638.1; -27633.8; 27931.6; 0; 0; 0; 5.28235e+22; 9.92965e+08
-11.9448; 1; 6.94814e+14; 26571.9; -27566.8; 27864.6; 0; 0; 0; 5.29504e+22; 9.97697e+08
-11.9424; 1; 6.89828e+14; 26505.8; -27500; 27797.8; 0; 0; 0; 5.30775e+22; 1.00244e+09
-11.94; 1; 6.84878e+14; 26439.9; -27433.3; 27731.1; 0; 0; 0; 5.3205e+22; 1.00721e+09
-11.9376; 1; 6.79964e+14; 26374.1; -27366.9; 27664.6; 0; 0; 0; 5.33328e+22; 1.01198e+09
-11.9352; 1; 6.75084e+14; 26308.5; -27300.5; 27598.3; 0; 0; 0; 5.34608e+22; 1.01677e+09
-11.9328; 1; 6.7024e+14; 26243; -27234.4; 27532.1; 0; 0; 0; 5.35892e+22; 1.02158e+09
-11.9304; 1; 6.65431e+14; 26177.7; -27168.3; 27466; 0; 0; 0; 5.37179e+22; 1.02641e+09
-11.928; 1; 6.60656e+14; 26112.6; -27102.5; 27400.2; 0; 0; 0; 5.38469e+22; 1.03126e+09
-11.9256; 1; 6.55916e+14; 26047.6; -27036.8; 27334.4; 0; 0; 0; 5.39762e+22; 1.03612e+09
-11.9232; 1; 6.51209e+14; 25982.8; -26971.3; 27268.9; 0; 0; 0; 5.41058e+22; 1.041e+09
-11.9208; 1; 6.46536e+14; 25918.1; -26905.9; 27203.5; 0; 0; 0; 5.42357e+22; 1.04591e+09
-11.9184; 1; 6.41897e+14; 25853.6; -26840.7; 27138.2; 0; 0; 0; 5.43659e+22; 1.05083e+09
-11.916; 1; 6.37291e+14; 25789.2; -26775.6; 27073.1; 0; 0; 0; 5.44965e+22; 1.05577e+09
-11.9136; 1; 6.32718e+14; 25725.1; -26710.7; 27008.2; 0; 0; 0; 5.46273e+22; 1.06074e+09
-11.9112; 1; 6.28178e+14; 25661; -26645.9; 26943.4; 0; 0; 0; 5.47584e+22; 1.06573e+09
-11.9088; 1; 6.2367e+14; 25597.1; -26581.3; 26878.8; 0; 0; 0; 5.48899e+22; 1.07074e+09
-11.9064; 1; 6.19195e+14; 25533.4; -26516.9; 26814.3; 0; 0; 0; 5.50217e+22; 1.07577e+09
-11.904; 1; 6.14752e+14; 25469.8; -26452.6; 26750; 0; 0; 0; 5.51538e+22; 1.08083e+09
-11.9016; 1; 6.10341e+14; 25406.4; -26388.5; 26685.9; 0; 0; 0; 5.52862e+22; 1.08592e+09
-11.8992; 1; 6.05961e+14; 25343.1; -26324.5; 26621.8; 0; 0; 0; 5.54189e+22; 1.09102e+09
-11.8968; 1; 6.01613e+14; 25280; -26260.6; 26558; 0; 0; 0; 5.55519e+22; 1.09616e+09
-11.8944; 1; 5.97296e+14; 25217.1; -26197; 26494.3; 0; 0; 0; 5.56852e+22; 1.10132e+09
-11.892; 1; 5.9301e+14; 25154.2; -26133.4; 26430.7; 0; 0; 0; 5.58189e+22; 1.10651e+09
-11.8896; 1; 5.88755e+14; 25091.6; -26070.1; 26367.4; 0; 0; 0; 5.59529e+22; 1.11173e+09
-11.8872; 1; 5.84531e+14; 25029.1; -26006.9; 26304.1; 0; 0; 0; 5.60871e+22; 1.11697e+09
-11.8848; 1; 5.80336e+14; 24966.7; -25943.8; 26241; 0; 0; 0; 5.62218e+22; 1.12225e+09
-11.8824; 1; 5.76172e+14; 24904.5; -25880.9; 26178.1; 0; 0; 0; 5.63567e+22; 1.12755e+09
-11.88; 1; 5.72038e+14; 24842.5; -25818.1; 26115.3; 0; 0; 0; 5.64919e+22; 1.13289e+09
-11.8776; 1; 5.67933e+14; 24780.6; -25755.5; 26052.7; 0; 0; 0; 5.66275e+22; 1.13825e+09
-11.8752; 1; 5.63858e+14; 24718.8; -25693; 25990.2; 0; 0; 0; 5.67634e+22; 1.14365e+09
-11.8728; 1; 5.59812e+14; 24657.2; -25630.7; 25927.8; 0; 0; 0; 5.68996e+22; 1.14908e+09
-11.8704; 1; 5.55795e+14; 24595.8; -25568.6; 25865.6; 0; 0; 0; 5.70361e+22; 1.15454e+09
-11.868; 1; 5.51807e+14; 24534.5; -25506.5; 25803.6; 0; 0; 0; 5.7173e+22; 1.16003e+09
-11.8656; 1; 5.47847e+14; 24473.3; -25444.7; 25741.7; 0; 0; 0; 5.73102e+22; 1.16555e+09
-11.8632; 1; 5.43916e+14; 24412.3; -25383; 25680; 0; 0; 0; 5.74477e+22; 1.17111e+09
-11.8608; 1; 5.40013e+14; 24351.5; -25321.4; 25618.4; 0; 0; 0; 5.75855e+22; 1.17669e+09
-11.8584; 1; 5.36138e+14; 24290.7; -25260; 25556.9; 0; 0; 0; 5.77237e+22; 1.18231e+09
-11.856; 1; 5.32291e+14; 24230.2; -25198.7; 25495.6; 0; 0; 0; 5.78621e+22; 1.18796e+09
-11.8536; 1; 5.28471e+14; 24169.8; -25137.6; 25434.5; 0; 0; 0; 5.8001e+22; 1.19364e+09
-11.8512; 1; 5.24679e+14; 24109.5; -25076.6; 25373.5; 0; 0; 0; 5.81401e+22; 1.19935e+09
-11.8488; 1; 5.20915e+14; 24049.4; -25015.7; 25312.6; 0; 0; 0; 5.82796e+22; 1.20509e+09
-11.8464; 1; 5.17177e+14; 23989.4; -24955.1; 25251.9; 0; 0; 0; 5.84194e+22; 1.21086e+09
-11.844; 1; 5.13466e+14; 23929.6; -24894.5; 25191.3; 0; 0; 0; 5.85595e+22; 1.21667e+09
-11.8416; 1; 5.09781e+14; 23869.9; -24834.1; 25130.9; 0; 0; 0; 5.87e+22; 1.2225e+09
-11.8392; 1; 5.06123e+14; 23810.3; -24773.9; 25070.6; 0; 0; 0; 5.88408e+22; 1.22837e+09
-11.8368; 1; 5.02492e+14; 23750.9; -24713.7; 25010.5; 0; 0; 0; 5.89819e+22; 1.23427e+09
-11.8344; 1; 4.98886e+14; 23691.7; -24653.8; 24950.5; 0; 0; 0; 5.91234e+22; 1.2402e+09
-11.832; 1; 4.95306e+14; 23632.6; -24594; 24890.6; 0; 0; 0; 5.92652e+22; 1.24616e+09
-11.8296; 1; 4.91752e+14; 23573.6; -24534.3; 24830.9; 0; 0; 0; 5.94073e+22; 1.25215e+09
-11.8272; 1; 4.88223e+14; 23514.8; -24474.7; 24771.4; 0; 0; 0; 5.95498e+22; 1.25818e+09
-11.8248; 1; 4.8472e+14; 23456.1; -24415.4; 24712; 0; 0; 0; 5.96926e+22; 1.26423e+09
-11.8224; 1; 4.81242e+14; 23397.6; -24356.1; 24652.7; 0; 0; 0; 5.98358e+22; 1.27032e+09
-11.82; 1; 4.77789e+14; 23339.2; -24297; 24593.5; 0; 0; 0; 5.99792e+22; 1.27644e+09
-11.8176; 1; 4.7436e+14; 23280.9; -24238; 24534.6; 0; 0; 0; 6.01231e+22; 1.28259e+09
-11.8152; 1; 4.70957e+14; 23222.8; -24179.2; 24475.7; 0; 0; 0; 6.02672e+22; 1.28877e+09
-11.8128; 1; 4.67577e+14; 23164.8; -24120.5; 24417; 0; 0; 0; 6.04118e+22; 1.29498e+09
-11.8104; 1; 4.64222e+14; 23107; -24062; 24358.4; 0; 0; 0; 6.05566e+22; 1.30122e+09
-11.808; 1; 4.60891e+14; 23049.3; -24003.6; 24300; 0; 0; 0; 6.07018e+22; 1.3075e+09
-11.8056; 1; 4.57584e+14; 22991.8; -23945.3; 24241.7; 0; 0; 0; 6.08473e+22; 1.3138e+09
-11.8032; 1; 4.543e+14; 22934.4; -23887.2; 24183.6; 0; 0; 0; 6.09932e+22; 1.32014e+09
-11.8008; 1; 4.51041e+14; 22877.1; -23829.2; 24125.6; 0; 0; 0; 6.11395e+22; 1.32651e+09
-11.7984; 1; 4.47804e+14; 22820; -23771.4; 24067.7; 0; 0; 0; 6.1286e+22; 1.33291e+09
-11.796; 1; 4.44591e+14; 22763; -23713.7; 24009.9; 0; 0; 0; 6.1433e+22; 1.33934e+09
-11.7936; 1; 4.41401e+14; 22706.1; -23656.1; 23952.4; 0; 0; 0; 6.15802e+22; 1.34581e+09
-11.7912; 1; 4.38233e+14; 22649.4; -23598.7; 23894.9; 0; 0; 0; 6.17278e+22; 1.3523e+09
-11.7888; 1; 4.35089e+14; 22592.8; -23541.4; 23837.6; 0; 0; 0; 6.18758e+22; 1.35883e+09
-11.7864; 1; 4.31967e+14; 22536.4; -23484.2; 23780.4; 0; 0; 0; 6.20241e+22; 1.36539e+09
-11.784; 1; 4.28867e+14; 22480.1; -23427.2; 23723.4; 0; 0; 0; 6.21728e+22; 1.37197e+09
-11.7816; 1; 4.2579e+14; 22423.9; -23370.3; 23666.5; 0; 0; 0; 6.23218e+22; 1.3786e+09
-11.7792; 1; 4.22734e+14; 22367.9; -23313.6; 23609.7; 0; 0; 0; 6.24712e+22; 1.38525e+09
-11.7768; 1; 4.19701e+14; 22312; -23257; 23553.1; 0; 0; 0; 6.26209e+22; 1.39193e+09
-11.7744; 1; 4.16689e+14; 22256.2; -23200.5; 23496.6; 0; 0; 0; 6.2771e+22; 1.39865e+09
-11.772; 1; 4.137e+14; 22200.6; -23144.2; 23440.2; 0; 0; 0; 6.29214e+22; 1.40539e+09
-11.7696; 1; 4.10731e+14; 22145.1; -23088; 23384; 0; 0; 0; 6.30722e+22; 1.41217e+09
-11.7672; 1; 4.07784e+14; 22089.7; -23031.9; 23327.9; 0; 0; 0; 6.32234e+22; 1.41898e+09
-11.7648; 1; 4.04858e+14; 22034.5; -22976; 23271.9; 0; 0; 0; 6.33749e+22; 1.42582e+09
-11.7624; 1; 4.01953e+14; 21979.4; -22920.2; 23216.1; 0; 0; 0; 6.35268e+22; 1.43269e+09
-11.76; 1; 3.99068e+14; 21924.5; -22864.5; 23160.4; 0; 0; 0; 6.3679e+22; 1.43959e+09
-11.7576; 1; 3.96205e+14; 21869.7; -22809; 23104.8; 0; 0; 0; 6.38316e+22; 1.44653e+09
-11.7552; 1; 3.93362e+14; 21815; -22753.6; 23049.4; 0; 0; 0; 6.39845e+22; 1.45349e+09
-11.7528; 1; 3.90539e+14; 21760.4; -22698.3; 22994.1; 0; 0; 0; 6.41378e+22; 1.46049e+09
-11.7504; 1; 3.87737e+14; 21706; -22643.2; 22939; 0; 0; 0; 6.42915e+22; 1.46752e+09
-11.7479; 1; 3.84955e+14; 21651.7; -22588.2; 22883.9; 0; 0; 0; 6.44455e+22; 1.47458e+09
-11.7455; 1; 3.82192e+14; 21597.6; -22533.3; 22829; 0; 0; 0; 6.45999e+22; 1.48168e+09
-11.7431; 1; 3.7945e+14; 21543.5; -22478.6; 22774.3; 0; 0; 0; 6.47547e+22; 1.4888e+09
-11.7407; 1; 3.76727e+14; 21489.6; -22424; 22719.7; 0; 0; 0; 6.49098e+22; 1.49596e+09
-11.7383; 1; 3.74024e+14; 21435.9; -22369.5; 22665.2; 0; 0; 0; 6.50653e+22; 1.50315e+09
-11.7359; 1; 3.7134e+14; 21382.2; -22315.2; 22610.8; 0; 0; 0; 6.52212e+22; 1.51038e+09
-11.7335; 1; 3.68675e+14; 21328.7; -22261; 22556.5; 0; 0; 0; 6.53774e+22; 1.51764e+09
-11.7311; 1; 3.6603e+14; 21275.4; -22206.9; 22502.4; 0; 0; 0; 6.5534e+22; 1.52493e+09
-11.7287; 1; 3.63404e+14; 21222.1; -22152.9; 22448.5; 0; 0; 0; 6.5691e+22; 1.53226e+09
-11.7263; 1; 3.60796e+14; 21169; -22099.1; 22394.6; 0; 0; 0; 6.58484e+22; 1.53962e+09
-11.7239; 1; 3.58207e+14; 21116; -22045.4; 22340.9; 0; 0; 0; 6.60061e+22; 1.54701e+09
-11.7215; 1; 3.55637e+14; 21063.2; -21991.9; 22287.3; 0; 0; 0; 6.61642e+22; 1.55444e+09
-11.7191; 1; 3.53085e+14; 21010.4; -21938.4; 22233.8; 0; 0; 0; 6.63226e+22; 1.5619e+09
-11.7167; 1; 3.50551e+14; 20957.8; -21885.1; 22180.5; 0; 0; 0; 6.64815e+22; 1.5694e+09
-11.7143; 1; 3.48036e+14; 20905.4; -21831.9; 22127.3; 0; 0; 0; 6.66407e+22; 1.57693e+09
-11.7119; 1; 3.45538e+14; 20853; -21778.9; 22074.2; 0; 0; 0; 6.68003e+22; 1.5845e+09
-11.7095; 1; 3.43059e+14; 20800.8; -21726; 22021.2; 0; 0; 0; 6.69602e+22; 1.5921e+09
-11.7071; 1; 3.40597e+14; 20748.7; -21673.2; 21968.4; 0; 0; 0; 6.71206e+22; 1.59974e+09
-11.7047; 1; 3.38153e+14; 20696.8; -21620.5; 21915.7; 0; 0; 0; 6.72813e+22; 1.60742e+09
-11.7023; 1; 3.35727e+14; 20644.9; -21567.9; 21863.1; 0; 0; 0; 6.74424e+22; 1.61513e+09
-11.6999; 1; 3.33318e+14; 20593.2; -21515.5; 21810.7; 0; 0; 0; 6.76039e+22; 1.62288e+09
-11.6975; 1; 3.30926e+14; 20541.6; -21463.2; 21758.4; 0; 0; 0; 6.77658e+22; 1.63066e+09
-11.6951; 1; 3.28552e+14; 20490.2; -21411.1; 21706.2; 0; 0; 0; 6.7928e+22; 1.63849e+09
-11.6927; 1; 3.26194e+14; 20438.8; -21359; 21654.1; 0; 0; 0; 6.80906e+22; 1.64634e+09
-11.6903; 1; 3.23853e+14; 20387.6; -21307.1; 21602.2; 0; 0; 0; 6.82537e+22; 1.65424e+09
-11.6879; 1; 3.2153e+14; 20336.5; -21255.3; 21550.3; 0; 0; 0; 6.84171e+22; 1.66217e+09
-11.6855; 1; 3.19222e+14; 20285.6; -21203.6; 21498.6; 0; 0; 0; 6.85808e+22; 1.67014e+09
-11.6831; 1; 3.16932e+14; 20234.7; -21152.1; 21447.1; 0; 0; 0; 6.8745e+22; 1.67815e+09
-11.6807; 1; 3.14658e+14; 20184; -21100.7; 21395.6; 0; 0; 0; 6.89096e+22; 1.6862e+09
-11.6783; 1; 3.124e+14; 20133.4; -21049.4; 21344.3; 0; 0; 0; 6.90745e+22; 1.69428e+09
-11.6759; 1; 3.10158e+14; 20083; -20998.2; 21293.1; 0; 0; 0; 6.92399e+22; 1.7024e+09
-11.6735; 1; 3.07933e+14; 20032.6; -20947.1; 21242; 0; 0; 0; 6.94056e+22; 1.71057e+09
-11.6711; 1; 3.05723e+14; 19982.4; -20896.2; 21191; 0; 0; 0; 6.95717e+22; 1.71877e+09
-11.6687; 1; 3.03529e+14; 19932.3; -20845.4; 21140.2; 0; 0; 0; 6.97383e+22; 1.72701e+09
-11.6663; 1; 3.01351e+14; 19882.3; -20794.7; 21089.5; 0; 0; 0; 6.99052e+22; 1.73529e+09
-11.6639; 1; 2.99189e+14; 19832.5; -20744.2; 21038.9; 0; 0; 0; 7.00725e+22; 1.7436e+09
-11.6615; 1; 2.97042e+14; 19782.7; -20693.7; 20988.4; 0; 0; 0; 7.02402e+22; 1.75196e+09
-11.6591; 1; 2.94911e+14; 19733.1; -20643.4; 20938.1; 0; 0; 0; 7.04083e+22; 1.76036e+09
-11.6567; 1; 2.92794e+14; 19683.6; -20593.2; 20887.8; 0; 0; 0; 7.05768e+22; 1.7688e+09
-11.6543; 1; 2.90693e+14; 19634.3; -20543.1; 20837.7; 0; 0; 0; 7.07457e+22; 1.77728e+09
-11.6519; 1; 2.88608e+14; 19585; -20493.2; 20787.7; 0; 0; 0; 7.09149e+22; 1.7858e+09
-11.6495; 1; 2.86537e+14; 19535.9; -20443.3; 20737.9; 0; 0; 0; 7.10846e+22; 1.79436e+09
-11.6471; 1; 2.84481e+14; 19486.9; -20393.6; 20688.1; 0; 0; 0; 7.12547e+22; 1.80296e+09
-11.6447; 1; 2.82439e+14; 19438; -20344; 20638.5; 0; 0; 0; 7.14252e+22; 1.8116e+09
-11.6423; 1; 2.80413e+14; 19389.2; -20294.5; 20589; 0; 0; 0; 7.15961e+22; 1.82029e+09
-11.6399; 1; 2.784e+14; 19340.5; -20245.1; 20539.6; 0; 0; 0; 7.17674e+22; 1.82901e+09
-11.6375; 1; 2.76403e+14; 19292; -20195.9; 20490.3; 0; 0; 0; 7.19391e+22; 1.83778e+09
-11.6351; 1; 2.74419e+14; 19243.6; -20146.8; 20441.1; 0; 0; 0; 7.21112e+22; 1.84659e+09
-11.6327; 1; 2.7245e+14; 19195.3; -20097.8; 20392.1; 0; 0; 0; 7.22837e+22; 1.85544e+09
-11.6303; 1; 2.70495e+14; 19147.1; -20048.9; 20343.2; 0; 0; 0; 7.24567e+22; 1.86434e+09
-11.6279; 1; 2.68554e+14; 19099; -20000.1; 20294.4; 0; 0; 0; 7.263e+22; 1.87327e+09
-11.6255; 1; 2.66627e+14; 19051.1; -19951.4; 20245.7; 0; 0; 0; 7.28037e+22; 1.88225e+09
-11.6231; 1; 2.64714e+14; 19003.2; -19902.9; 20197.1; 0; 0; 0; 7.29779e+22; 1.89128e+09
-11.6207; 1; 2.62815e+14; 18955.5; -19854.5; 20148.6; 0; 0; 0; 7.31524e+22; 1.90034e+09
-11.6183; 1; 2.60929e+14; 18907.9; -19806.2; 20100.3; 0; 0; 0; 7.33274e+22; 1.90945e+09
-11.6159; 1; 2.59057e+14; 18860.4; -19758; 20052.1; 0; 0; 0; 7.35028e+22; 1.91861e+09
-11.6135; 1; 2.57198e+14; 18813; -19709.9; 20004; 0; 0; 0; 7.36786e+22; 1.92781e+09
-11.6111; 1; 2.55352e+14; 18765.8; -19661.9; 19956; 0; 0; 0; 7.38548e+22; 1.93705e+09
-11.6087; 1; 2.5352e+14; 18718.7; -19614.1; 19908.1; 0; 0; 0; 7.40314e+22; 1.94634e+09
-11.6063; 1; 2.51701e+14; 18671.6; -19566.4; 19860.3; 0; 0; 0; 7.42085e+22; 1.95567e+09
-11.6039; 1; 2.49895e+14; 18624.7; -19518.7; 19812.7; 0; 0; 0; 7.43859e+22; 1.96504e+09
-11.6015; 1; 2.48101e+14; 18577.9; -19471.2; 19765.1; 0; 0; 0; 7.45638e+22; 1.97447e+09
-11.5991; 1; 2.46321e+14; 18531.2; -19423.8; 19717.7; 0; 0; 0; 7.47421e+22; 1.98393e+09
-11.5967; 1; 2.44554e+14; 18484.7; -19376.6; 19670.4; 0; 0; 0; 7.49209e+22; 1.99345e+09
-11.5943; 1; 2.42799e+14; 18438.2; -19329.4; 19623.2; 0; 0; 0; 7.51e+22; 2.003e+09
-11.5919; 1; 2.41057e+14; 18391.9; -19282.4; 19576.1; 0; 0; 0; 7.52796e+22; 2.01261e+09
-11.5895; 1; 2.39327e+14; 18345.6; -19235.4; 19529.2; 0; 0; 0; 7.54596e+22; 2.02226e+09
-11.5871; 1; 2.3761e+14; 18299.5; -19188.6; 19482.3; 0; 0; 0; 7.564e+22; 2.03195e+09
-11.5847; 1; 2.35905e+14; 18253.5; -19141.9; 19435.6; 0; 0; 0; 7.58208e+22; 2.0417e+09
-11.5823; 1; 2.34212e+14; 18207.6; -19095.3; 19388.9; 0; 0; 0; 7.60021e+22; 2.05149e+09
-11.5799; 1; 2.32531e+14; 18161.8; -19048.8; 19342.4; 0; 0; 0; 7.61838e+22; 2.06133e+09
-11.5775; 1; 2.30863e+14; 18116.2; -19002.4; 19296; 0; 0; 0; 7.63659e+22; 2.07121e+09
-11.5751; 1; 2.29206e+14; 18070.6; -18956.2; 19249.7; 0; 0; 0; 7.65485e+22; 2.08114e+09
-11.5727; 1; 2.27561e+14; 18025.2; -18910; 19203.5; 0; 0; -4.94066e-324; 7.67314e+22; 2.09112e+09
-11.5703; 1; 2.25929e+14; 17979.8; -18864; 19157.5; 0; -0; -4.94066e-324; 7.69149e+22; 2.10115e+09
-11.5679; 1; 2.24307e+14; 17934.6; -18818; 19111.5; 0; -0; -9.88131e-324; 7.70987e+22; 2.11122e+09
-11.5655; 1; 2.22698e+14; 17889.5; -18772.2; 19065.6; 0; -0; 0; 7.7283e+22; 2.12135e+09
-11.5631; 1; 2.211e+14; 17844.5; -18726.5; 19019.9; 0; 0; 1.4822e-323; 7.74677e+22; 2.13152e+09
-11.5607; 1; 2.19513e+14; 17799.6; -18680.9; 18974.3; 0; 0; 2.96439e-323; 7.76529e+22; 2.14174e+09
-11.5583; 1; 2.17938e+14; 17754.8; -18635.4; 18928.7; 0; 0; 3.45846e-323; 7.78385e+22; 2.15201e+09
-11.5559; 1; 2.16374e+14; 17710.1; -18590; 18883.3; 0; 0; -1.97626e-323; 7.80245e+22; 2.16233e+09
-11.5535; 1; 2.14822e+14; 17665.5; -18544.8; 18838; 0; -0; -6.91692e-323; 7.82109e+22; 2.1727e+09
-11.5511; 1; 2.1328e+14; 17621.1; -18499.6; 18792.8; 0; -0; -1.23516e-322; 7.83979e+22; 2.18312e+09
-11.5487; 1; 2.1175e+14; 17576.7; -18454.5; 18747.7; 0; -0; -8.89318e-323; 7.85852e+22; 2.19359e+09
-11.5463; 1; 2.1023e+14; 17532.5; -18409.6; 18702.7; 0; -0; 1.13635e-322; 7.8773e+22; 2.2041e+09
-11.5439; 1; 2.08722e+14; 17488.3; -18364.7; 18657.9; 0; 0; 3.21143e-322; 7.89612e+22; 2.21467e+09
-11.5415; 1; 2.07224e+14; 17444.3; -18320; 18613.1; 0; 0; 5.2371e-322; 7.91499e+22; 2.22529e+09
-11.5391; 1; 2.05737e+14; 17400.4; -18275.4; 18568.4; 0; 0; 1.4822e-322; 7.9339e+22; 2.23596e+09
-11.5367; 1; 2.04261e+14; 17356.6; -18230.9; 18523.9; 0; -0; -6.07701e-322; 7.95286e+22; 2.24668e+09
-11.5343; 1; 2.02795e+14; 17312.8; -18186.4; 18479.4; 0; -0; -1.36856e-321; 7.97186e+22; 2.25745e+09
-11.5319; 1; 2.0134e+14; 17269.2; -18142.1; 18435.1; 0; -4.94066e-324; -2.12448e-321; 7.9909e+22; 2.26828e+09
-11.5295; 1; 1.99895e+14; 17225.7; -18097.9; 18390.9; -0; -4.94066e-324; 1.4822e-322; 8.00999e+22; 2.27915e+09
-11.5271; 1; 1.98461e+14; 17182.4; -18053.8; 18346.7; -0; -4.94066e-324; 2.97428e-321; 8.02913e+22; 2.29008e+09
-11.5247; 1; 1.97037e+14; 17139.1; -18009.9; 18302.7; -0; 4.94066e-324; 5.79539e-321; 8.04831e+22; 2.30105e+09
-11.5223; 1; 1.95623e+14; 17095.9; -17966; 18258.8; 0; 1.97626e-323; 7.3764e-321; 8.06754e+22; 2.31208e+09
-11.5199; 1; 1.94219e+14; 17052.8; -17922.2; 18215; 0; 2.47033e-323; -3.16202e-321; 8.08681e+22; 2.32317e+09
-11.5175; 1; 1.92826e+14; 17009.8; -17878.5; 18171.3; 0; 4.94066e-324; -1.37054e-320; 8.10612e+22; 2.3343e+09
-11.5151; 1; 1.91442e+14; 16967; -17835; 18127.7; 0; -3.95253e-323; -2.42487e-320; 8.12549e+22; 2.34549e+09
-11.5127; 1; 1.90068e+14; 16924.2; -17791.5; 18084.2; -0; -9.88131e-323; -1.78259e-320; 8.14489e+22; 2.35673e+09
-11.5103; 1; 1.88705e+14; 16881.6; -17748.1; 18040.8; -0; -9.38725e-323; 2.15215e-320; 8.16435e+22; 2.36803e+09
-11.5079; 1; 1.87351e+14; 16839; -17704.9; 17997.5; -0; 4.94066e-324; 6.08689e-320; 8.18385e+22; 2.37937e+09
-11.5055; 1; 1.86006e+14; 16796.6; -17661.7; 17954.3; -0; 1.97626e-322; 1.00216e-319; 8.20339e+22; 2.39078e+09
-11.5031; 1; 1.84671e+14; 16754.2; -17618.7; 17911.2; 0; 4.05134e-322; 3.02418e-320; 8.22298e+22; 2.40223e+09
-11.5007; 1; 1.83346e+14; 16712; -17575.7; 17868.2; 0; 3.0138e-322; -1.16604e-319; 8.24262e+22; 2.41374e+09
-11.4983; 1; 1.82031e+14; 16669.8; -17532.9; 17825.4; 0; -1.5316e-322; -2.63451e-319; 8.26231e+22; 2.42531e+09
-11.4959; 1; 1.80725e+14; 16627.8; -17490.2; 17782.6; 0; -9.63428e-322; -4.10297e-319; 8.28204e+22; 2.43693e+09
-11.4935; 1; 1.79428e+14; 16585.9; -17447.5; 17739.9; -4.94066e-324; -1.54643e-321; 2.25096e-320; 8.30181e+22; 2.4486e+09
-11.4911; 1; 1.7814e+14; 16544; -17405; 17697.4; -4.94066e-324; -8.3003e-322; 5.70547e-319; 8.32164e+22; 2.46033e+09
-11.4887; 1; 1.76862e+14; 16502.3; -17362.6; 17654.9; -4.94066e-324; 1.19564e-321; 1.11859e-318; 8.3415e+22; 2.47212e+09
-11.4863; 1; 1.75593e+14; 16460.7; -17320.2; 17612.5; 0; 4.5207e-321; 1.45604e-318; 8.36142e+22; 2.48397e+09
-11.4839; 1; 1.74333e+14; 16419.2; -17278; 17570.3; 1.4822e-323; 5.55824e-321; -5.89282e-319; 8.38138e+22; 2.49587e+09
-11.4815; 1; 1.73082e+14; 16377.7; -17235.9; 17528.1; 2.47033e-323; 1.6897e-321; -2.6346e-318; 8.4014e+22; 2.50782e+09
