x; Theta_0; Theta_1; Theta_2; delta_cdm; delta_b; v_cdm; v_b; Phi; Psi; Pi; Source_T_0; Source_T_5; Source_T_50; Source_T_500; 
-12; 0; 0; 0; 1; 1; 0.00939495; 0.00939495; 0.666667; -0.666667; 0; 0; 0; -0; 0
-11.9976; 0.00156379; -1.48873e-05; -6.48956e-12; 1.00469; 1.00469; 0.00941742; 0.00948508; 0.665103; -0.665103; -6.48956e-12; 0; 0; -0; 0
-11.9952; 0.0031255; -2.97657e-05; -1.29911e-11; 1.00938; 1.00938; 0.00943988; 0.00957525; 0.663541; -0.663541; -1.29911e-11; 0; 0; -0; 0
-11.9928; 0.00468308; -4.4626e-05; -1.95166e-11; 1.01405; 1.01405; 0.00946231; 0.00966547; 0.661984; -0.661983; -1.95166e-11; 0; 0; -0; 0
-11.9904; 0.00623445; -5.94592e-05; -2.60779e-11; 1.01871; 1.01871; 0.00948471; 0.00975578; 0.660432; -0.660432; -2.60779e-11; 0; 0; -0; 0
-11.988; 0.00777755; -7.42564e-05; -3.26872e-11; 1.02334; 1.02334; 0.00950705; 0.0098462; 0.658889; -0.658889; -3.26872e-11; 0; 0; -0; 0
-11.9856; 0.00931074; -8.90104e-05; -3.93538e-11; 1.02794; 1.02794; 0.00952932; 0.00993676; 0.657356; -0.657356; -3.93538e-11; 0; 0; -0; 0
-11.9832; 0.0108342; -0.000103722; -4.60776e-11; 1.03251; 1.03251; 0.00955154; 0.0100275; 0.655833; -0.655832; -4.60776e-11; 0; 0; -0; 0
-11.9808; 0.0123485; -0.000118393; -5.28555e-11; 1.03705; 1.03705; 0.0095737; 0.0101183; 0.654318; -0.654318; -5.28555e-11; 0; 0; -0; 0
-11.9784; 0.0138542; -0.000133027; -5.96848e-11; 1.04157; 1.04157; 0.00959581; 0.0102092; 0.652812; -0.652812; -5.96848e-11; 0; 0; -0; 0
-11.976; 0.0153521; -0.000147626; -6.65626e-11; 1.04606; 1.04606; 0.00961786; 0.0103003; 0.651315; -0.651314; -6.65626e-11; 0; 0; -0; 0
-11.9736; 0.0168425; -0.000162193; -7.34868e-11; 1.05053; 1.05053; 0.00963987; 0.0103915; 0.649824; -0.649824; -7.34868e-11; 0; 0; -0; 0
-11.9712; 0.0183255; -0.000176726; -8.04576e-11; 1.05498; 1.05498; 0.00966183; 0.0104828; 0.648341; -0.648341; -8.04576e-11; 0; 0; -0; 0
-11.9688; 0.0198009; -0.000191226; -8.74764e-11; 1.05941; 1.05941; 0.00968375; 0.0105743; 0.646866; -0.646865; -8.74764e-11; 0; 0; -0; 0
-11.9664; 0.0212687; -0.000205692; -9.45442e-11; 1.06381; 1.06382; 0.00970562; 0.0106659; 0.645398; -0.645397; -9.45442e-11; 0; 0; -0; 0
-11.964; 0.0227287; -0.000220124; -1.01662e-10; 1.0682; 1.0682; 0.00972744; 0.0107575; 0.643938; -0.643937; -1.01662e-10; 0; 0; -0; 0
-11.9616; 0.0241809; -0.000234521; -1.08831e-10; 1.07255; 1.07255; 0.00974922; 0.0108494; 0.642486; -0.642485; -1.08831e-10; 0; 0; -0; 0
-11.9592; 0.0256254; -0.000248883; -1.16052e-10; 1.07689; 1.07689; 0.00977095; 0.0109413; 0.641041; -0.641041; -1.16052e-10; 0; 0; -0; 0
-11.9568; 0.0270621; -0.00026321; -1.23324e-10; 1.0812; 1.0812; 0.00979263; 0.0110334; 0.639605; -0.639604; -1.23324e-10; 0; 0; -0; 0
